Year,State Name,Indicator,Data Value
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,Number of Drug Overdose Deaths,"1,580"
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,Number of Deaths,"48,046"
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,Percent with drugs specified,84.11392405
2017,Kentucky,Number of Drug Overdose Deaths,"1,575"
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,Number of Deaths,"48,144"
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,Percent with drugs specified,86.47619048
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,Number of Deaths,"48,014"
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,Number of Drug Overdose Deaths,"1,566"
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,Percent with drugs specified,88.82503193
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,Number of Drug Overdose Deaths,"1,545"
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,Number of Deaths,"47,924"
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,Percent with drugs specified,82.13592233
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,Percent with drugs specified,81.75675676
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,Number of Drug Overdose Deaths,"1,480"
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,Number of Deaths,"47,839"
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,Number of Drug Overdose Deaths,"1,568"
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,Percent with drugs specified,86.16071429
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,Number of Deaths,"48,228"
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,Percent with drugs specified,85.16624041
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,Number of Drug Overdose Deaths,"1,564"
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,Number of Deaths,"48,254"
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,Number of Drug Overdose Deaths,"1,552"
2017,Kentucky,Number of Deaths,"48,020"
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,Percent with drugs specified,83.05412371
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,Number of Drug Overdose Deaths,"1,583"
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,Number of Deaths,"48,136"
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,Percent with drugs specified,84.27037271
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,Number of Drug Overdose Deaths,"1,594"
2017,Kentucky,Number of Deaths,"47,845"
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,Percent with drugs specified,88.39397742
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,Percent with drugs specified,87.78772379
2017,Kentucky,Number of Drug Overdose Deaths,"1,564"
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,Number of Deaths,"47,967"
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,Psychostimulants with abuse potential (T43.6),
2017,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",
2017,Kentucky,"Opioids (T40.0-T40.4,T40.6)",
2017,Kentucky,Methadone (T40.3),
2017,Kentucky,Natural & semi-synthetic opioids (T40.2),
2017,Kentucky,Number of Drug Overdose Deaths,"1,566"
2017,Kentucky,Heroin (T40.1),
2017,Kentucky,Percent with drugs specified,87.03703704
2017,Kentucky,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
2017,Kentucky,Cocaine (T40.5),
2017,Kentucky,Number of Deaths,"48,012"
2017,Kentucky,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
2017,Louisiana,Number of Drug Overdose Deaths,"1,036"
2017,Louisiana,Number of Deaths,"44,836"
2017,Louisiana,Percent with drugs specified,52.60617761
2017,Louisiana,Number of Drug Overdose Deaths,"1,020"
2017,Louisiana,Number of Deaths,"45,031"
2017,Louisiana,Percent with drugs specified,52.94117647
2017,Louisiana,Number of Deaths,"45,953"
2017,Louisiana,Number of Drug Overdose Deaths,"1,102"
2017,Louisiana,Percent with drugs specified,52.99455535
2017,Louisiana,Number of Drug Overdose Deaths,"1,010"
2017,Louisiana,Number of Deaths,"44,597"
2017,Louisiana,Percent with drugs specified,53.56435644
2017,Louisiana,Percent with drugs specified,53.39901478
2017,Louisiana,Number of Drug Overdose Deaths,"1,015"
2017,Louisiana,Number of Deaths,"44,579"
2017,Louisiana,Number of Drug Overdose Deaths,"1,007"
2017,Louisiana,Percent with drugs specified,54.12115194
2017,Louisiana,Number of Deaths,"44,995"
2017,Louisiana,Percent with drugs specified,53.93700787
2017,Louisiana,Number of Drug Overdose Deaths,"1,016"
2017,Louisiana,Number of Deaths,"44,976"
2017,Louisiana,Number of Drug Overdose Deaths,"1,020"
2017,Louisiana,Number of Deaths,"44,769"
2017,Louisiana,Percent with drugs specified,52.15686275
2017,Louisiana,Number of Drug Overdose Deaths,"1,030"
2017,Louisiana,Number of Deaths,"44,913"
2017,Louisiana,Percent with drugs specified,52.33009709
2017,Louisiana,Number of Drug Overdose Deaths,"1,059"
2017,Louisiana,Number of Deaths,"45,331"
2017,Louisiana,Percent with drugs specified,51.93578848
2017,Louisiana,Percent with drugs specified,52.70935961
2017,Louisiana,Number of Drug Overdose Deaths,"1,015"
2017,Louisiana,Number of Deaths,"45,068"
2017,Louisiana,Number of Drug Overdose Deaths,"1,014"
2017,Louisiana,Percent with drugs specified,52.76134122
2017,Louisiana,Number of Deaths,"45,019"
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),46
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),242
2017,Massachusetts,Number of Drug Overdose Deaths,"2,168"
2017,Massachusetts,Cocaine (T40.5),606
2017,Massachusetts,Heroin (T40.1),557
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,941"
2017,Massachusetts,Number of Deaths,"59,087"
2017,Massachusetts,Methadone (T40.3),88
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",317
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,743"
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,571"
2017,Massachusetts,Percent with drugs specified,99.03136531
2017,Massachusetts,Number of Drug Overdose Deaths,"2,104"
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),49
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),235
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,722"
2017,Massachusetts,Number of Deaths,"59,589"
2017,Massachusetts,Heroin (T40.1),506
2017,Massachusetts,Percent with drugs specified,99.19201521
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,582"
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,876"
2017,Massachusetts,Cocaine (T40.5),615
2017,Massachusetts,Methadone (T40.3),74
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",299
2017,Massachusetts,Number of Deaths,"59,727"
2017,Massachusetts,Methadone (T40.3),80
2017,Massachusetts,Cocaine (T40.5),701
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),240
2017,Massachusetts,Heroin (T40.1),460
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),61
2017,Massachusetts,Number of Drug Overdose Deaths,"2,138"
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,773"
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,896"
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",308
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,645"
2017,Massachusetts,Percent with drugs specified,99.11131899
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),261
2017,Massachusetts,Number of Drug Overdose Deaths,"2,206"
2017,Massachusetts,Heroin (T40.1),581
2017,Massachusetts,Number of Deaths,"58,797"
2017,Massachusetts,Cocaine (T40.5),587
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,775"
2017,Massachusetts,Percent with drugs specified,98.91205802
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",338
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,594"
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),43
2017,Massachusetts,Methadone (T40.3),90
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,984"
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),260
2017,Massachusetts,Percent with drugs specified,98.96582734
2017,Massachusetts,Heroin (T40.1),607
2017,Massachusetts,Cocaine (T40.5),571
2017,Massachusetts,Number of Drug Overdose Deaths,"2,224"
2017,Massachusetts,Methadone (T40.3),93
2017,Massachusetts,Number of Deaths,"58,454"
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,590"
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,775"
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),36
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",343
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","2,001"
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),49
2017,Massachusetts,Number of Drug Overdose Deaths,"2,078"
2017,Massachusetts,Methadone (T40.3),76
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),233
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,857"
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,687"
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",298
2017,Massachusetts,Cocaine (T40.5),597
2017,Massachusetts,Heroin (T40.1),516
2017,Massachusetts,Percent with drugs specified,99.27815207
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,541"
2017,Massachusetts,Number of Deaths,"59,435"
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),232
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),48
2017,Massachusetts,Percent with drugs specified,99.14489311
2017,Massachusetts,Heroin (T40.1),523
2017,Massachusetts,Number of Drug Overdose Deaths,"2,105"
2017,Massachusetts,Methadone (T40.3),81
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,528"
2017,Massachusetts,Cocaine (T40.5),611
2017,Massachusetts,Number of Deaths,"59,166"
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",301
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,876"
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,686"
2017,Massachusetts,Number of Drug Overdose Deaths,"2,203"
2017,Massachusetts,Number of Deaths,"58,965"
2017,Massachusetts,Cocaine (T40.5),612
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),44
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,780"
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,600"
2017,Massachusetts,Methadone (T40.3),93
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,978"
2017,Massachusetts,Percent with drugs specified,99.00136178
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",336
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),257
2017,Massachusetts,Heroin (T40.1),566
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),245
2017,Massachusetts,Methadone (T40.3),86
2017,Massachusetts,Cocaine (T40.5),607
2017,Massachusetts,Number of Drug Overdose Deaths,"2,143"
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,549"
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",317
2017,Massachusetts,Number of Deaths,"59,072"
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),49
2017,Massachusetts,Percent with drugs specified,99.02006533
2017,Massachusetts,Heroin (T40.1),534
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,719"
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,914"
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),236
2017,Massachusetts,Number of Drug Overdose Deaths,"2,102"
2017,Massachusetts,Number of Deaths,"59,559"
2017,Massachusetts,Methadone (T40.3),82
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",306
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),58
2017,Massachusetts,Heroin (T40.1),467
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,867"
2017,Massachusetts,Percent with drugs specified,99.09609895
2017,Massachusetts,Cocaine (T40.5),667
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,732"
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,600"
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),236
2017,Massachusetts,Percent with drugs specified,99.09221214
2017,Massachusetts,Number of Drug Overdose Deaths,"2,093"
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),59
2017,Massachusetts,Methadone (T40.3),77
2017,Massachusetts,Number of Deaths,"59,624"
2017,Massachusetts,Cocaine (T40.5),637
2017,Massachusetts,Heroin (T40.1),474
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,863"
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,724"
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",301
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,587"
2017,Massachusetts,Psychostimulants with abuse potential (T43.6),53
2017,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)","1,599"
2017,Massachusetts,"Opioids (T40.0-T40.4,T40.6)","1,883"
2017,Massachusetts,Methadone (T40.3),77
2017,Massachusetts,Natural & semi-synthetic opioids (T40.2),236
2017,Massachusetts,Number of Drug Overdose Deaths,"2,106"
2017,Massachusetts,Heroin (T40.1),490
2017,Massachusetts,Percent with drugs specified,99.24026591
2017,Massachusetts,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,737"
2017,Massachusetts,Cocaine (T40.5),615
2017,Massachusetts,Number of Deaths,"59,535"
2017,Massachusetts,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",303
2017,Maryland,Psychostimulants with abuse potential (T43.6),54
2017,Maryland,Natural & semi-synthetic opioids (T40.2),704
2017,Maryland,Number of Drug Overdose Deaths,"2,265"
2017,Maryland,Cocaine (T40.5),380
2017,Maryland,Heroin (T40.1),683
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","2,037"
2017,Maryland,Number of Deaths,"49,576"
2017,Maryland,Methadone (T40.3),209
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",861
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,774"
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,394"
2017,Maryland,Percent with drugs specified,98.49889625
2017,Maryland,Number of Drug Overdose Deaths,"2,250"
2017,Maryland,Psychostimulants with abuse potential (T43.6),49
2017,Maryland,Natural & semi-synthetic opioids (T40.2),613
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,833"
2017,Maryland,Number of Deaths,"49,549"
2017,Maryland,Heroin (T40.1),574
2017,Maryland,Percent with drugs specified,98.57777778
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,506"
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","2,011"
2017,Maryland,Cocaine (T40.5),435
2017,Maryland,Methadone (T40.3),222
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",785
2017,Maryland,Number of Deaths,"49,670"
2017,Maryland,Methadone (T40.3),241
2017,Maryland,Cocaine (T40.5),524
2017,Maryland,Natural & semi-synthetic opioids (T40.2),541
2017,Maryland,Heroin (T40.1),516
2017,Maryland,Psychostimulants with abuse potential (T43.6),51
2017,Maryland,Number of Drug Overdose Deaths,"2,284"
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,892"
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","2,037"
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",729
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,598"
2017,Maryland,Percent with drugs specified,98.55516637
2017,Maryland,Natural & semi-synthetic opioids (T40.2),709
2017,Maryland,Number of Drug Overdose Deaths,"2,188"
2017,Maryland,Heroin (T40.1),688
2017,Maryland,Number of Deaths,"49,189"
2017,Maryland,Cocaine (T40.5),335
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,671"
2017,Maryland,Percent with drugs specified,98.58318099
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",852
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,270"
2017,Maryland,Psychostimulants with abuse potential (T43.6),47
2017,Maryland,Methadone (T40.3),189
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","1,967"
2017,Maryland,Natural & semi-synthetic opioids (T40.2),713
2017,Maryland,Percent with drugs specified,98.71205152
2017,Maryland,Heroin (T40.1),679
2017,Maryland,Cocaine (T40.5),329
2017,Maryland,Number of Drug Overdose Deaths,"2,174"
2017,Maryland,Methadone (T40.3),200
2017,Maryland,Number of Deaths,"49,031"
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,224"
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,646"
2017,Maryland,Psychostimulants with abuse potential (T43.6),48
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",862
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","1,954"
2017,Maryland,Psychostimulants with abuse potential (T43.6),52
2017,Maryland,Number of Drug Overdose Deaths,"2,259"
2017,Maryland,Methadone (T40.3),216
2017,Maryland,Natural & semi-synthetic opioids (T40.2),643
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","2,020"
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,824"
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",807
2017,Maryland,Cocaine (T40.5),411
2017,Maryland,Heroin (T40.1),582
2017,Maryland,Percent with drugs specified,98.62771138
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,478"
2017,Maryland,Number of Deaths,"49,530"
2017,Maryland,Natural & semi-synthetic opioids (T40.2),663
2017,Maryland,Psychostimulants with abuse potential (T43.6),56
2017,Maryland,Percent with drugs specified,98.68015838
2017,Maryland,Heroin (T40.1),613
2017,Maryland,Number of Drug Overdose Deaths,"2,273"
2017,Maryland,Methadone (T40.3),218
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,457"
2017,Maryland,Cocaine (T40.5),404
2017,Maryland,Number of Deaths,"49,654"
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",827
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","2,038"
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,822"
2017,Maryland,Number of Drug Overdose Deaths,"2,230"
2017,Maryland,Number of Deaths,"49,489"
2017,Maryland,Cocaine (T40.5),346
2017,Maryland,Psychostimulants with abuse potential (T43.6),50
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,728"
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,339"
2017,Maryland,Methadone (T40.3),202
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","2,002"
2017,Maryland,Percent with drugs specified,98.52017937
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",865
2017,Maryland,Natural & semi-synthetic opioids (T40.2),714
2017,Maryland,Heroin (T40.1),692
2017,Maryland,Natural & semi-synthetic opioids (T40.2),693
2017,Maryland,Methadone (T40.3),215
2017,Maryland,Cocaine (T40.5),388
2017,Maryland,Number of Drug Overdose Deaths,"2,267"
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,427"
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",854
2017,Maryland,Number of Deaths,"49,556"
2017,Maryland,Psychostimulants with abuse potential (T43.6),55
2017,Maryland,Percent with drugs specified,98.54433172
2017,Maryland,Heroin (T40.1),646
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,797"
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","2,040"
2017,Maryland,Natural & semi-synthetic opioids (T40.2),580
2017,Maryland,Number of Drug Overdose Deaths,"2,285"
2017,Maryland,Number of Deaths,"49,539"
2017,Maryland,Methadone (T40.3),227
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",751
2017,Maryland,Psychostimulants with abuse potential (T43.6),51
2017,Maryland,Heroin (T40.1),543
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","2,038"
2017,Maryland,Percent with drugs specified,98.55579869
2017,Maryland,Cocaine (T40.5),497
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,885"
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,584"
2017,Maryland,Natural & semi-synthetic opioids (T40.2),590
2017,Maryland,Percent with drugs specified,98.63855951
2017,Maryland,Number of Drug Overdose Deaths,"2,277"
2017,Maryland,Psychostimulants with abuse potential (T43.6),50
2017,Maryland,Methadone (T40.3),227
2017,Maryland,Number of Deaths,"49,527"
2017,Maryland,Cocaine (T40.5),474
2017,Maryland,Heroin (T40.1),556
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","2,039"
2017,Maryland,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,877"
2017,Maryland,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",760
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,563"
2017,Maryland,Psychostimulants with abuse potential (T43.6),49
2017,Maryland,"Synthetic opioids, excl. methadone (T40.4)","1,536"
2017,Maryland,"Opioids (T40.0-T40.4,T40.6)","2,027"
2017,Maryland,Methadone (T40.3),227
2017,Maryland,Natural & semi-synthetic opioids (T40.2),595
